tweet.id,user.id,dataset.author.name,majority_polarity,text,moralbert,roberta_mmp,roberta_mm,liwc_mfd,persp_bert,moral_label,moral_label_polarity,moral_label2
936725288,7234932,Barbara K. Baker,neg,"#debate08 mccain fed in so many lies, misleading statements and other dreck it would be impossible to refute them all!",fairness,fairness,nonmoral,fairness,loyalty,fairness,cheating,fairness
936725587,756977,scbalazs,neg,"@korym It's like freakin' 4chan with all the nonsense, hah.",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936725596,11693072,UltraNurd,neg,#current Ha! emailers to CNN accusing network of letting Biden come on and NOT Palin. Stupid uniformed people might still win it for McCain!,nonmoral,loyalty,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936725727,15039963,NikeProVersion,neg,#debate08 Where is Palin hiding? Has she declined all post-debate interviews?,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936726075,15474842,lifestudent83,neg,@macartisan joking actually because I didnt see any McCain supporters tweeting,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936726557,14719082,BigToys,neg,Both candidates are WRONG on Russia and Georgia. #debate08,nonmoral,loyalty,loyalty,nonmoral,nonmoral,nonmoral,no moral,loyalty
936726936,15158121,antnzdotcom,neg,@LipstickVP I almost put myself to sleep during the #debate08 - I'm so much better with a teleprompter!,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936727188,15989194,LevarBurton,neg,@Imarilove escrow did that to me too. it's the whole paper length thing that gets to me. I have a problem with being terse and not wordy.,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936727248,15975726,martinbowling,neg,@mkantonelli he wouldn't look Obama in the eyes at all maybe he thought he would get hexed ;/,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936727388,14515333,Sheena T Abraham,neg,"Really, why couldn't McCain look Obama in the eye?  Callow, lying, honorless jackass.  #current",authority,loyalty,nonmoral,fairness,loyalty,loyalty,authority,authority
936727640,11693072,AndrewSmith,neg,#current Obama: a bit dull and professorial. McCain condescending and bitter.,purity,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,degradation,nonmoral
936728981,10203582,jochum,neg,Hmm...BO may have slighted his elder by calling him by his first name. #debate08,nonmoral,fairness,nonmoral,authority,loyalty,nonmoral,no moral,nonmoral
936729785,1698721,satnam,neg,*GASP*!! McCain doesn't have on a flag pin! He doesn't love America! #debate08,loyalty,loyalty,loyalty,care,fairness,loyalty,loyalty,loyalty
936730962,7234932,zakblogs,neg,@orbitaldiamonds  #debate08 even the veterans don't support mccain!,authority,nonmoral,loyalty,nonmoral,loyalty,loyalty,authority,nonmoral
936731723,3370001,TaiwanBrown,neg,"When McCain called for a freeze on gov't spending, I thought of Nixon's wage and price controls. Didn't work http://poprl.com/1LN #debate08",authority,nonmoral,nonmoral,authority,nonmoral,authority,authority,authority
936732214,5752932,marcelomuraro,neg,I love how McCain is claiming he's bipartisan but then uses his opponent agreeing with him as a cudgel in an ad. Hypocrisy? #debate08,nonmoral,nonmoral,nonmoral,care,fairness,nonmoral,no moral,nonmoral
936732715,7234932,ObamaNews,neg,#debate08 remember - mccain wanted to vote against the GI bill until it was political suicide to do so.,authority,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,authority,nonmoral
936733340,3103421,AFashionista,neg,#current Is this what leadership is? http://tinyurl.com/3rlctd,authority,authority,nonmoral,authority,authority,authority,authority,authority
936733935,7234932,sgoguen,neg,@alindsey3  #debate08 most of the people on drudge are mccain supporters so...makes sense.,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936734357,1911641,scbalazs,neg,@cnn #tweetdebate - Anyone else find it rude that McCain didn't even look at Obama once?,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936734468,15251890,JoSpiv,neg,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936735826,15251890,c4chaos,neg,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936734619,1394361,RobTornoe,neg,"#debate08 Lehrer pounding on 'What can't we do, due to cost of bailout?' = job interview ""What would you do if bear broke into yr house?""",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936734468,15251890,JoSpiv,neg,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936735826,15251890,c4chaos,neg,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936468736,15224134,kyeung808,pos,@current I've got the live stream going #current....awesome!,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936469906,9075622,shashib,pos,Current TV is pretty cool. Streaming Twitter feedback #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936470049,15136484,kyeung808,pos,#tweetdebate - good luck both candidates,nonmoral,fairness,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936473550,14898808,gminks,pos,I can't imagine McCaine beating Obama in a war of words. #tweetdebate,authority,nonmoral,nonmoral,loyalty,care,authority,authority,nonmoral
936474361,10054832,kdpaine,pos,#tweetdebate Awesome first debate question,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936475791,14935605,naum,pos,Obama +1 for swift and wise  #tweetdebate,authority,nonmoral,nonmoral,nonmoral,authority,authority,authority,nonmoral
936475857,79543,nohype,pos,"+1 for Obama ""Moving fast, moving swiftly"" #tweetdebate",authority,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,authority,nonmoral
936476596,2878161,starweaver,pos,Obama looks good. #tweetdebate #current,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
936477055,79543,miguerum,pos,+1 for Obama having 4 clear objectives to his plan #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
936477336,15136484,fritzpw,pos,""" Obama +1 for articulating his plans - initial & recognition #tweetdebate""",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936478235,808758,andrewkgay,pos,Obama +1 on taxpayer protection and fair shake #tweetdebate,fairness,care,fairness,authority,nonmoral,fairness,fairness,fairness
936478277,15504947,kyeung808,pos,Obama +1 #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936479026,806323,gminks,pos,McCain +1 for plugging Kennedy #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936479048,3646761,jimgoldstein,pos,+1 to Obama for trashing of the trickle down #tweetdebate,authority,nonmoral,nonmoral,purity,nonmoral,nonmoral,authority,nonmoral
936479563,808758,bluejack,pos,McCain +1 Kennedy comment #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936481031,7936932,pnutbtrjelee,pos,Obama +1 for bullet pointing his bailout policy clearly #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936481044,9806742,earmstrong,pos,Obama +2 for specifics #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936481537,1040391,dbradleyfacebk,pos,+1 Obama #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936481835,9283282,ralphpoole,pos,+1 for mcCain #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936481887,14898808,agibson,pos,1st impressions: Obama has come across as more presidential and articulate. #tweetdebate,nonmoral,purity,nonmoral,authority,nonmoral,nonmoral,no moral,nonmoral
936613663,14392603,Populista,neg,#tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936624853,16480248,Delia_Pickles,pos,#tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936482875,10846482,MaThurrell,pos,+1 for Lehrer for calling them both back on track re: recovery plan #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936483241,666913,martinbowling,pos,@jowyang #tweetdebate +1 for Obama too for clear objectives but both are still not that clear where they stand.,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
936483464,22203,c4chaos,pos,I <3 lehrer #tweetdebate great move of repeating question,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936483728,11765872,starweaver,pos,however no dependency on oil would be ideal #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936487130,806323,gminks,pos,Obama +1 for equating Republicans with anti-regulation #tweetdebate,authority,nonmoral,authority,authority,nonmoral,authority,authority,authority
936487282,14935605,barbaranixon,pos,McCaine +1 for holding people accountable. but let's start with him! #tweetdebate,fairness,authority,authority,nonmoral,care,authority,fairness,authority
936488526,9640622,mediaphyter,pos,#tweetdebate 21st century framework- I like that and it resonates with me as a future minded strategist & leader @barrackobama,nonmoral,fairness,fairness,authority,care,fairness,no moral,fairness
936489889,79543,megkroeplin,pos,mccain +1 for having a sense of humor (he heard him) #tweetdebate,nonmoral,nonmoral,purity,nonmoral,care,nonmoral,no moral,nonmoral
936490573,11765872,dland,pos,Obama +3 for wanting responsibility all the time #tweetdebate,fairness,authority,fairness,nonmoral,nonmoral,fairness,cheating,fairness
936490584,15455810,fritzpw,pos,"Obama: +2 for saying ""we need responsibility all the time, not just during a crisis"" #tweetdebate",fairness,authority,fairness,nonmoral,nonmoral,fairness,cheating,fairness
936491401,7936932,CarriBugbee,pos,Obama +1 for calling Mccain out on his history against oversight #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936492182,7862582,JeffLowe,pos,@nohype good point!,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936493600,9806742,xylem,pos,Obama +1 for holding McCain accountable for his recent record #tweetdebate,fairness,fairness,nonmoral,nonmoral,nonmoral,nonmoral,cheating,fairness
936496625,666913,MichelleMMM,pos,#tweetdebate +1 for Obama for shooting straight to the root of the ideological issue. +1 for McCain for admitting the Republican failure.,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936497675,15136484,ehernandez20,pos,"McCain +3 quotable - symptoms of this ""disease"" he calls it - resp. to runaway. spending #tweetdebate",nonmoral,nonmoral,nonmoral,purity,fairness,nonmoral,no moral,nonmoral
936497930,7936932,Scott_Drummond,pos,Mccain +1 for directly differentiating his fiscal policy against Obama (cut spending) #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936498987,7862582,miguerum,pos,+1 Obama for calling out the $$ in tax cuts vs $$ in earmarks #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936499750,14935605,Bundini,pos,Obama +2 for putting earmarks in perspective #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936499974,10450342,mardods,pos,@current #current +1 Obama for bringing up corporate tax cuts at the expense of the middle class. Growing from the bottom up. I like it.,fairness,fairness,fairness,nonmoral,loyalty,fairness,fairness,fairness
936500191,11765872,K1ngB00,pos,Obama +1 for tax comment #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936500387,14208721,bluejack,pos,McCain +1 for blowing the whistle on pork barrel spending #tweetdebate,nonmoral,fairness,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936500418,13524042,Condoulo,pos,Obama +2 300 billion dollars wow Tax cut for ordianry American  #tweetdebate,nonmoral,nonmoral,fairness,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936500866,3646761,gwfrink3,pos,Grow the economy from the bottom up. +3 to Obama for a nice sound bite. #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936500897,666913,FrancesFlynnTho,pos,#tweetdebate -1 for McCain for repeating a lot of his talking points *verbatim* he already used since the Republican convention.,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936501791,79543,mhorta,pos,Mccain +2 for successful counter to Obama #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936501953,13524042,Scott_Drummond,pos,mccain +2 when obama suspended spending #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936503969,79543,miguerum,pos,"Mccain +1 ""I want to cut spending and taxes"" #tweetdebate",fairness,nonmoral,nonmoral,nonmoral,fairness,fairness,fairness,nonmoral
936613663,14392603,Populista,neg,#tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936624853,16480248,Delia_Pickles,pos,#tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936504484,7862582,CarriBugbee,pos,+10 Obama for calling out the tax breaks given for outsourcing!!! #tweetdebate,fairness,fairness,nonmoral,nonmoral,loyalty,fairness,cheating,fairness
936505458,10450342,sairy,pos,@current #current THe candidates are starting to interact more with each other. This is good.,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936506367,14753323,gwfrink3,pos,#tweetdebate +2 for Obama re middle class income decline,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936506409,14936857,mabraham1,pos,Obama +2 for telling McCain what's up. #tweetdebate,loyalty,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral
936507310,11390312,themurmish,pos,Obama +2 for tackling headon the McCain lie about raising taxes #tweetdebate,nonmoral,fairness,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936507477,14776451,NTWhite,pos,Agreed we can't afford another four #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936508078,14246362,CarriBugbee,pos,+1 McCain for further explaining the tax plan that Obama is harping on. #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936508612,9806742,damnneargenius,pos,Obama +1 for laying out his own plan accurately and rebutting earmarks #tweetdebate,fairness,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,cheating,nonmoral
936510612,13662722,mhorta,pos,"#tweetdebate Sen O doesn't know what ""rich"" is. How many houses does McPain have again?",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936510964,3675881,mabraham1,pos,"Mccain +2 for McCain's sticking $932 MILLION to Obama, putting him on the defense, while explaining his tax policy. #tweetdebate #current",authority,authority,nonmoral,nonmoral,nonmoral,nonmoral,authority,authority
936511636,806323,ipapyrus,pos,Obama +1 for good response to tax / rich challenge #tweetdebate,fairness,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,cheating,nonmoral
936511652,14935605,bmaleszyk,pos,Obama +2 for successful response to the business tax issue #tweetdebate,fairness,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,cheating,nonmoral
936511747,10846482,ipapyrus,pos,+2 Obama for not letting McCain off the hook re: tax cuts #tweetdebate,nonmoral,fairness,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936511947,11765872,PinkOliveFamily,pos,Obama +3 for loop hole's. That's exactly how it is! #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936512119,7862582,snooks56,pos,+5 Obama for teling the truth about business taxes. You just want to add a tax benefit ON TOP of the loopholes #tweetdebate,fairness,fairness,fairness,care,loyalty,fairness,cheating,fairness
936512543,11549612,mabraham1,pos,+1 Obama calling out taxation on health benefits #current #tweetdebate,authority,nonmoral,nonmoral,care,nonmoral,nonmoral,authority,nonmoral
936512587,15136484,themurmish,pos,"Obama +2 better argument comp to Mccain, more comprehensive for me #Tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936513186,2056341,barbaranixon,pos,#tweetdebate 95 percent of you will get a tax break.  +5 for Obama's detail,nonmoral,fairness,fairness,nonmoral,authority,fairness,no moral,fairness
936513714,15087889,barbaranixon,pos,they're both getting a little fired up.  #Tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936514273,808758,TheDailyDG,pos,Obama +3 zing taxes on health care benefits #tweetdebate,nonmoral,nonmoral,fairness,care,care,care,no moral,nonmoral
936515529,11765872,Wading4U,pos,McCain +3 liking his proposed tax system #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936515597,14427006,BethersJR,pos,"Current TV stuff is kind of neat, but will opt for the HD feed on CNN #tweetdebate Will DVR most of the last hour due to Sharks game",nonmoral,nonmoral,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
936515745,14526684,dhoang,pos,Obama +1 for wanting to close corporate tax loopholes - not just cut taxes. #tweetdebate,nonmoral,nonmoral,fairness,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936517219,2896341,damnneargenius,pos,#tweetdebate Obama is insisting that McCain back up his claims with facts.,authority,nonmoral,nonmoral,nonmoral,fairness,nonmoral,authority,nonmoral
936519668,14057961,tayari,pos,#tweetdebate McPain is getting pwnd ahahah,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936519897,15136484,bethclauss,pos,"Obama +3 quotable - ""energy indepedence"" ok. #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936520121,808758,kdpaine,pos,Obama energy independence +3 #tweetdebate,authority,nonmoral,fairness,nonmoral,nonmoral,nonmoral,authority,nonmoral
936520155,14935605,damnneargenius,pos,Obama +1 for asserting clear priorities #tweetdebate,authority,nonmoral,authority,nonmoral,authority,authority,authority,authority
936521502,5449422,theebayk1d,pos,"Yes, we have to invest in science, math and technology.  We are 25th in the world in those now.  HORRIBLE.  Good point Obama #tweetdebate",nonmoral,fairness,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936521747,11765872,atompkins,pos,Obama +2 for education and science and infrastructure comment #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936521972,14936857,lumatts,pos,Obama +1 for infrastructure. #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936522187,2056341,ipapyrus,pos,"whoa! Obama ""broadband lines""  think Mccain caught that? #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936522406,7770342,arpit,pos,New electrical grid - interesting - I haven't heard Obama talk about that before #debate08 #tweetdebate #current #momocrats,authority,nonmoral,nonmoral,nonmoral,authority,authority,authority,nonmoral
936523447,11765872,daveevans,pos,Obama +3 for having most liberal voting record #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936523786,10819662,ipapyrus,pos,mccain +1 for eliminating ethanol subsidies #tweetdebate,nonmoral,care,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936523810,11549612,francishopkins,pos,"+5 Obama for alt energy, rural broadband, affordable college, healthcare #current #tweetdebate",fairness,care,care,care,care,care,cheating,care
936523873,806323,themurmish,pos,McCain +3 for good sound bite about reaching so far across the aisle from that far left #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936524324,1196381,PinkOliveFamily,pos,#3 Obama #tweetdebate Obama commits to broadband for rural areas. thats the #1 priority for Coos Co. NH. @blendahtom @kramsey,nonmoral,nonmoral,care,nonmoral,fairness,nonmoral,no moral,nonmoral
936525295,806323,gminks,pos,"McCain +1 for use of the word ""festooned"" #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936526625,10846482,katiestone,pos,+1 Lehrer calling out both candidate's lack of commitment to change #tweetdebate,nonmoral,authority,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936526921,14813827,elaineschoch,pos,"+2 Obama math, science, space program, and new infrastructure for new energy #tweetdebate",fairness,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,cheating,nonmoral
936527197,14717846,NTWhite,pos,"""I know how to do this"" I can fix this"" damn you!  #tweetdebate #current",nonmoral,nonmoral,nonmoral,purity,care,nonmoral,no moral,nonmoral
936527238,11765872,SukiFuller,pos,McCain +2 defense spending cuts #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936528028,14935605,smallspark,pos,Obama +2 for crediting McCain where they agree. #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936528138,15136484,josieg182,pos,"Obama +3 clearly saying 'what he will give up or not"" re: energy etc. #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936528602,9317092,themurmish,pos,"+3 Obama for alt energy, rural broadband, affordable college, healthcare #current #tweetdebate",fairness,care,care,care,care,care,cheating,care
936528834,79543,PinkOliveFamily,pos,"Obama +3 ""Me being liberal, that's just me opposing Bush"" #tweetdebate",authority,nonmoral,nonmoral,nonmoral,authority,authority,authority,nonmoral
936529720,13918302,jas_aiken,pos,Google for gov't - good sound bite from Obama. #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936529747,10450342,diablogue_chat,pos,@current #current +1 for bringing your successes with people from across the aisle. Nice comeback from McCain attack +1 Obama,fairness,nonmoral,fairness,care,loyalty,fairness,cheating,fairness
936529795,806323,nericksx,pos,Obama +1 for pushing transparency #tweetdebate,fairness,nonmoral,fairness,nonmoral,nonmoral,fairness,cheating,fairness
936530349,12448862,starweaver,pos,+3 obama for pointing out liberal voting record = opposing bush policies #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936530447,7936932,themurmish,pos,Lehrer +10 for calling both of them out on not answering the question #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936532627,808758,BackseatSandbar,pos,Obama +2 hatchet instead of scapel #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936532660,11063312,ricpts,pos,"#tweetdebate Niiice, a hatchet where you need  a scalpel.",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936532794,14935605,gregmcneilly,pos,Obama +2 for successful rebuttal of simplistic solutions #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936533004,11390312,fuegochick,pos,Obama +3 for Google for govt idea #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936533178,14681353,heckyeahgrr,pos,"+3 Obama for quotable sound bite, ""using a hatchet when you need a scalpel"" #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936533585,14398232,atxartCody,pos,#tweetdebate I like the hatchet/scalpel line.,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936535326,1196381,alpha_park,pos,+3 Obama #tweetdebate  putting priority on children and education,authority,nonmoral,authority,nonmoral,nonmoral,authority,authority,authority
936535730,9806742,mydogcosmo,pos,"Obama +1 for a clear, responsible answer to the empty-headed spending freeze #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936535778,3675881,urbanant,pos,Lerher is bringing the heat w/ questions. #current #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936535823,15627816,mmbrowne,pos,great examples by Obama #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936536308,7862582,zakblogs,pos,Obama +3 comparing plans to rosevelt's accomplishments #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936536365,13557972,scootergeek,pos,"That's a great answer Barack! #obama #current, #debate08, #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936536791,10450342,diablogue_chat,pos,@JustinGunn this is the coolest thing I've seen on TV since the pilot episode of Heroes :-),nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936537030,806323,ronbo18,pos,"Obama +1 for first to bring up ""values #tweetdebate",nonmoral,purity,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936537316,15399643,drmabuse,pos,"@current Google versus terrorists, who wins?  Google will straight track those bastards... #current",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936537723,14246362,PJsMommy,pos,+3 Obama for quoteable. Mccain is a hatchet I am a scapel comment. #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936537808,7936932,crystalclear3,pos,+2 Obama for clearly articulating that he will cut spending and saying how. #tweetdebate,fairness,fairness,nonmoral,nonmoral,fairness,fairness,cheating,fairness
936539182,14397773,vintagedlust,pos,#tweetdebate +3 for Obama... spending freeze is you're using a hatchet when you need a scapel,nonmoral,authority,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936539336,13524042,WizardsSleave,pos,obama +2 for not reacting with mccain-like annoying smile while listening #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936539562,1196381,TheMacG33k,pos,+3 obama #tweetdebate for mentioning health care first. where IS that issue in all this discussion of priorities ?? McCain has no plan,nonmoral,nonmoral,nonmoral,care,fairness,nonmoral,no moral,nonmoral
936540089,7936932,KennyL,pos,Mccain +2 for dinging Obama on his high-cost health care policy #tweetdebate,nonmoral,nonmoral,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
936540902,808758,chrgra,pos,McCain +1 spending china #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936541176,13662722,CarriBugbee,pos,"#tweetdebate If there's anyone here who thinks there aren't gov agencies who can't be cut, I've got...",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936542265,10450342,kals,pos,@current #current YES! Obama hits McCain hard on controlling spending. SCORE +1 Obama,authority,nonmoral,nonmoral,authority,loyalty,authority,authority,authority
936542355,7936932,aagha,pos,"Obama +3 for ""Orgy of spending."" #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936542495,11765872,jrishel,pos,Obama +3 for holding the reps responsible! #tweetdebate,authority,nonmoral,nonmoral,nonmoral,care,nonmoral,authority,nonmoral
936542624,13918302,RyuPlasticTree,pos,"""orgy of spending"" good soundbite from Obama #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936542639,14127726,nohype,pos,+2 to Twitter for handling this so well (so far). #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
